,Dominant,Cluster,Profiel,Bodem,c,w1rz,w2rz,zcrit2,qcrit,intw0,intk0,pindex,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,O01,O02,O03,O04,O05,O06,O07,O08,O09,O10,O11,O12,O13,O14,O15,O16,O17,O18
,1,3022,10220,fkZn23,22.6748,2.4273,5.611,119.8568,0.1772,1305.6178,190.3726,0.325,,,,,,,,,1.0,,,,,,,,,,,4.0,3.0,,,,,,,2.0,,,,,,,,
,1,3023,4040,kHn21,14.4421,2.8941,5.4181,98.1274,0.2485,852.5163,364.5426,0.5068,,,,,,,,1.0,,,,,,,,,,,45,3.0,,,,,,,2.0,,,,,,,,,
,0,3023,4041,kHn21x,14.1553,2.8941,5.4181,97.3363,0.2448,1078.4115,323.3356,0.432,,,,,,,,1.0,,,,,,,,,,,45,3.0,,,,6.0,,,2.0,,,,,,,,,
,0,3023,4045,kHn21,14.4421,2.8941,5.4181,98.1274,0.2485,852.5163,364.5426,0.5068,,,,,,,,1.0,,,,,,,,,,,45,3.0,,,,,,,2.0,,,,,,,,,
,0,3023,10020,kpZg21,14.1131,3.0457,5.532,88.9935,0.1867,766.2408,385.5867,0.5389,,,,,,,,1.0,,,,,,,,,,,34,,,,,,,,2.0,,,,,,,,,
,0,3023,10120,kpZn21,12.5427,2.7296,4.9035,102.7933,0.2192,963.3298,331.6068,0.4337,,,,,,,,1.0,,,,,,,,,,,4,23.0,,,,,,,,,,,,,,,,
,0,3023,11032,kZn50A,14.0227,2.5908,5.1904,83.9935,0.1391,788.8128,400.0857,0.5426,,,,,,,,1.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
,1,4001,15520,kMn63C,88.7346,1.5161,3.9119,16.0033,0.0104,4636.0026,7.5608,0.1224,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,45,,,,,,
,0,4001,15530,kMn68C,88.7346,1.5161,3.9119,16.0033,0.0104,4636.0026,7.5608,0.1224,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,4,,,,,,
,0,4001,16150,Rn94C,80.8585,1.5235,3.9357,15.9984,0.0094,4532.353,7.4046,0.1204,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3,,,,,,
,1,4002,15130,Mv41C,51.5328,1.8629,4.7963,40.9201,0.0483,4826.3899,24.423,0.1695,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3,,,,,45.0,
,0,4002,15020,pMv81,57.1782,1.8239,4.5941,29.8643,0.0418,4907.8527,21.0608,0.1577,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2,,,,,3.0,
,0,4002,15111,eMv41C,54.6938,1.8629,4.7963,33.6117,0.0459,4842.2141,23.2623,0.1661,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2,,,,,34.0,
,0,4002,15460,gMn83C,64.6499,1.8239,4.5941,29.8643,0.0224,4666.0226,6.8137,0.1127,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2,,,,,,
,0,4002,15480,gMn88Cv,64.4771,1.8629,4.7963,29.8643,0.0326,5109.8982,15.082,0.1348,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,35,4.0,,,,6.0,
,0,4002,15481,gMn88Clv,52.1328,1.8629,4.7963,29.8643,0.031,5266.8127,15.0269,0.1274,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,5.0,
,0,4002,16030,pRn86,65.3621,1.785,4.3919,29.8643,0.0262,4769.3288,7.1802,0.1124,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3,,,,,,
,0,4002,90115360,Mn45A,64.6499,1.8239,4.5941,29.8643,0.0224,4666.0226,6.8137,0.1127,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,34.0,2,,,,,,
,1,4003,15340,Mn35Av,61.3892,1.5235,3.9357,15.9984,0.0089,4365.0819,11.6778,0.1323,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,4,,,,,5.0,
,0,4003,15070,pMn86C,67.0074,1.3361,3.606,19.0295,0.0133,4714.7507,4.9385,0.1058,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,4.0,3,,,,,,
,0,4003,17050,KRn8,63.7095,1.5161,3.9119,15.9294,0.0092,4254.764,6.2051,0.1157,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,24.0,3,,,,,,
,0,4003,90115060,pMn85A,61.7802,1.5308,3.9594,21.9408,0.0117,4290.7203,7.1824,0.1157,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,4.0,3,,,,,,
,0,4003,90215060,pMn85A,61.7802,1.5308,3.9594,21.9408,0.0117,4290.7203,7.1824,0.1157,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,4.0,3,,,,,,
,1,4004,90216080,Rn15A,43.7041,2.7424,5.3043,81.3435,0.1275,2468.6352,41.4141,0.2217,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,
,0,4004,5040,BKd25,34.9792,2.7424,5.3043,84.9973,0.1374,2234.1771,65.3192,0.2395,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,23.0,4.0,,,,,,,,
,0,4004,15250,Mn15Av,41.9458,2.7424,5.3043,75.747,0.1159,2764.6412,66.4076,0.232,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,4,,,,,5.0,
,0,4004,90116080,Rn15A,42.0113,2.7424,5.3043,87.8946,0.1424,2366.5103,45.5152,0.2308,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,
,0,4004,90116210,Rn15C,46.2433,2.7424,5.3043,71.2979,0.1076,2621.8226,35.2623,0.208,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,
,0,4004,90216210,Rn15C,46.2433,2.7424,5.3043,71.2979,0.1076,2621.8226,35.2623,0.208,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,
,1,4005,15441,Mn85Cv,46.5568,1.8239,4.5941,43.97,0.0506,3921.9472,36.9981,0.1963,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,4.0,,,3,,,,,5.0,
,0,4005,15071,pMn86Cw,43.7969,1.8239,4.5941,53.9975,0.038,4005.0388,112.592,0.1531,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,4.0,2,,,,,,3.0
,0,4005,15442,Mn85Cwp,42.6885,1.8239,4.5941,29.1322,0.0247,3831.5538,121.8011,0.1651,,,,,,,,,,,12.0,,,,,,,,,6.0,,,,,,,,,4.0,3,,,,,,5.0
,1,4006,15100,Mv51A,37.6794,3.5006,5.8736,25.7745,0.0293,3518.419,42.8695,0.2223,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,3.0,,,,,,45.0,
,1,4007,90215360,Mn45A,69.1999,1.8239,4.5941,29.8643,0.0262,4735.3387,7.0602,0.1139,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,45.0,3,,,,,,
,0,4007,15040,pMo80,71.4749,1.8239,4.5941,29.8688,0.0279,4769.9967,7.1835,0.1146,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,23,,,,,,
,0,4007,15090,pMn85C,79.3605,1.785,4.3919,30.4311,0.0332,4985.7677,9.8668,0.1217,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,5.0,,34,,,,,,
,0,4007,15170,Mo80C,72.3099,1.8629,4.7963,29.8643,0.0281,4511.7173,10.1014,0.1276,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,5.0,4.0,3,,,,,,
,0,4007,15171,Mo80Cv,76.8213,1.8629,4.7963,29.8687,0.0358,4952.9838,15.1371,0.1422,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,34,,,,,5.0,
,0,4007,15400,Mn86C,77.5877,1.8629,4.7963,29.8643,0.0293,4770.6647,7.1867,0.1167,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3,,,,,,
,0,4007,15440,Mn85C,81.0461,1.8629,4.7963,29.8688,0.0355,4555.5339,12.1749,0.1361,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,5.0,,34,,,,,,
,0,4007,15452,gMn58Cv,75.9937,2.0337,5.0446,16.0033,0.0165,4295.7416,18.6843,0.1615,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,3.0,4,,,,,5.0,
,0,4007,15462,gMn83Cw,79.8678,1.6934,4.508,29.8643,0.0167,4391.0837,76.2187,0.1425,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,356,,,,,,4.0
,0,4007,15560,kMn48Cv,76.8213,1.8629,4.7963,29.8643,0.0358,4952.9838,15.1371,0.1422,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3,,,,,4.0,
,0,4007,16180,bRn46C,82.1377,1.8629,4.7963,29.8643,0.0314,4839.9808,7.4332,0.118,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2,,,,,,
,1,4008,16170,Rn47Cp,68.778,1.9018,4.9985,29.8643,0.0375,3656.257,157.5263,0.277,,,,,,,,,,,12.0,,,,,,,,4,,,,,,,,,,,3,,,,,,
,0,4008,15361,Mn45Ap,56.4091,1.8239,4.5941,29.8643,0.0315,3779.5596,135.92,0.2494,,,,,,,,,,,12.0,,,,,,,,5,,,,,,,,,,4.0,3,,,,,,
,0,4008,15461,gMn83Cp,60.4988,1.8629,4.7963,29.8643,0.0388,3730.1971,100.3388,0.1838,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,2,,,,,,
,0,4008,15541,kMn43Cp,69.347,1.8629,4.7963,29.8687,0.0364,3884.2017,136.293,0.2534,,,,,,,,,,,12.0,,,,,,,,5,,,,,,,,,,,34,,,,,,
,0,4008,16171,Rn47Cwp,64.2777,1.9018,4.9985,29.8643,0.0405,4321.3057,80.238,0.2131,,,,,,,,,,,12.0,,,,,,,,5,,,,,,,,,,,3,,,,,4.0,
,1,4009,15180,Mn12A,19.5175,2.7424,5.3043,123.8503,0.241,1261.526,261.4801,0.4231,,,,,,,,1.0,,,,,,,,,,,4,,,,,,,3.0,2.0,,,,,,,,,
,0,4009,15051,pMn52A,20.9812,2.5908,5.1904,113.9446,0.2175,1181.5696,286.8923,0.4489,,,,,,,,12.0,,,,,,,,,,,4,,,,,,,,3.0,,,,,,,,,
,0,4009,15451,gMn52C,14.687,2.8333,5.3164,123.945,0.2883,1254.5807,276.5113,0.4218,,,,,,,,12.0,,,,,,,,,,,4,,,,,,,3.0,,,,,,,,,,
,0,4009,16021,pRn59,27.8789,2.5857,5.7086,123.6363,0.2788,1280.9696,251.9703,0.4309,,,,,,,,,12.0,,,,,,,,,,4,,,,,,,,3.0,,,,,,,,,
,0,4009,17060,KRd1,24.7196,2.7424,5.3043,132.4317,0.2186,1369.2758,215.1071,0.3964,,,,,,,,1.0,,,,,,,,,,,4,,,,,,,,23.0,,,,,,,,,
,1,4010,16160,Rn47C,40.2779,1.9018,4.9985,22.8178,0.0215,5259.7228,6.883,0.0937,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,5.0,3,4.0,,,,,
,0,4010,16010,pRv81,34.12,1.8629,4.7963,22.8178,0.0346,5103.7382,23.1704,0.1538,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,5.0,
,0,4010,16070,Rn46A,34.0664,1.8629,4.7963,29.3632,0.0251,5832.5015,7.8971,0.0847,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3,4.0,,,,,
,1,4011,90215500,gMn25C,55.6086,2.3472,5.6426,61.4367,0.0927,2874.4052,26.0166,0.193,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,345.0,,,,,,,,
,0,4011,15251,Mn15Aw,60.8276,2.7424,5.3043,65.3142,0.0752,3624.737,34.9388,0.1994,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,45,,,,,3.0,
,0,4011,15290,Mn25Av,53.4962,2.3472,5.6426,61.4356,0.0939,3073.1301,27.4977,0.1961,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,34.0,,,,,,,5.0,
,0,4011,15291,Mn25Aw,52.8393,2.3472,5.6426,58.8798,0.044,3651.1176,22.6565,0.175,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,4.0,
,0,4011,15411,Mn15Cw,60.5431,2.7424,5.3043,66.8969,0.0785,3390.1288,38.0525,0.2064,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,45,,,,,3.0,
,0,4011,15431,Mn25Cw,72.4476,2.3472,5.6426,58.4018,0.064,3795.8987,22.6551,0.1778,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,56,,,,,4.0,
,0,4011,16121,fRn95C,54.9214,2.3872,5.6268,61.4363,0.0871,2888.0017,25.5536,0.1916,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,
,0,4011,90115430,Mn25C,55.6086,2.3472,5.6426,61.4367,0.0927,2874.4052,26.0166,0.193,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,
,0,4011,90115500,gMn25C,55.6086,2.3472,5.6426,61.4367,0.0927,2874.4052,26.0166,0.193,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,
,0,4011,90215430,Mn25C,55.6086,2.3472,5.6426,61.4367,0.0927,2874.4052,26.0166,0.193,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,345.0,,,,,,,,
,1,4012,15220,Mn82A,25.8522,1.5235,3.9357,15.9984,0.0123,2094.9519,231.9321,0.3686,,,,,,,,,,1.0,,,,,,,,,4,,,,,,,,3.0,,2.0,,,,,,,
,0,4012,13030,MOb72,25.741,1.4941,3.8406,22.1131,0.0118,2125.9175,156.0398,0.2441,,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,4.0,,23.0,,,,,,,
,0,4012,15230,Mn82Ap,26.924,1.5235,3.9357,20.0853,0.0144,2092.4974,245.9967,0.376,,,,,,,,,,1.0,,,,,,,,,4,,,,,,,,,3.0,2.0,,,,,,,
,0,4012,15380,Mn82Cp,27.2567,1.6934,4.508,96.9782,0.0224,2139.1707,192.3859,0.2493,,,,,,,,,,12.0,,,,,,,,,,45.0,,,,,,,,,,3,,,,,,
,0,4012,15381,Mn82Cwp,35.7149,1.6934,4.508,47.5001,0.0203,2549.6047,285.4403,0.3446,,,,,,,,,,12.0,,,,,,,,,56,,,,,,,,,,,3,,,,,,4.0
,0,4012,17051,KRn8g,43.0222,1.5161,3.9119,15.9294,0.011,2629.813,150.3906,0.4741,,,,,,,,,,1.0,,,,,,,,,,,,,4,,,,,,2.0,3,,,,,,
,1,4013,17040,KRn2g,35.0762,2.3872,5.6268,25.1819,0.0264,1859.0807,171.5132,0.5375,,,,,,,,,1.0,,,,,,,,,,,,,,4,,,,,2.0,3.0,,,,,,,
,0,4013,17071,KRd7g,41.7877,2.3472,5.6426,29.6227,0.0232,2285.5617,129.5108,0.4345,,,,,,,,,1.0,,,,,,,,,,,,,,4,,,,,2.0,3.0,,,,,,,
,1,4014,90115320,Mn35A,43.0567,1.5235,3.9357,16.0018,0.009,3294.036,28.5294,0.1731,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,23.0,,,,,,,
,0,4014,13040,MOb75,48.2666,1.5015,3.8643,16.0013,0.0078,3490.0029,22.207,0.1585,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,23.0,,,,,,,
,0,4014,15030,pMo50,48.0491,1.5308,3.9594,15.9984,0.0108,3513.229,15.4993,0.1486,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,
,0,4014,15110,Mv81A,40.8157,1.5161,3.9119,15.9984,0.0105,4326.3134,22.2806,0.1651,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,34.0,
,0,4014,15160,Mo80A,52.294,1.5088,3.8881,15.9984,0.008,3796.7022,10.117,0.1309,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,23.0,,,,,,,
,0,4014,15330,Mn35Ap,41.6646,1.5235,3.9357,16.0018,0.0095,3160.1652,96.4506,0.2209,,,,,,,,,,1.0,,,,,,,,,5,,,,,,,,,4.0,23.0,,,,,,,
,0,4014,15350,eMn35A,49.8279,1.5235,3.9357,15.9984,0.0089,3702.5357,12.1247,0.1367,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,23.0,,,,,,,
,0,4014,15351,eMn35Av,40.5972,1.5235,3.9357,15.9984,0.0116,3362.8011,82.3631,0.1628,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,34.0,2.0,,,,,,,5.0
,0,4014,15510,gMn85C,51.2429,1.5161,3.9119,15.9984,0.0082,3797.0268,10.3306,0.1308,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,5.0,34.0,,,,,,,
,0,4014,15521,kMn63Cp,54.6782,1.5235,3.9357,17.6721,0.0127,3294.777,119.7289,0.2135,,,,,,,,,,1.0,,,,,,,,,6,45.0,,,,,,,,,2.0,3,,,,,,
,0,4014,90215320,Mn35A,43.0567,1.5235,3.9357,16.0018,0.009,3294.036,28.5294,0.1731,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,5.0,,34.0,,,,,,,
,1,4015,16040,Rv01C,30.67,1.3511,3.5664,22.8205,0.0177,5265.4758,20.7458,0.1408,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,34.0,,,,5.0,
,0,4015,15131,Mv41Cl,30.2841,1.4708,3.7759,23.5655,0.0234,5133.6181,23.5875,0.1534,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,45.0,
,0,4015,15132,Mv41Cp,24.3441,1.6503,4.0902,23.5655,0.0334,4842.4343,45.0328,0.1634,,,,,,,,,,,12.0,,,,,,,,,6.0,,,,,,,,,,,3.0,,,,45.0,
,0,4015,15402,Mn86Cv,19.4917,1.7176,4.241,22.8178,0.0236,5666.9365,15.0183,0.1085,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,34.0,
,0,4015,15403,Mn86Cwp,18.3062,1.7176,4.241,22.8178,0.0274,4798.8512,61.1748,0.1495,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,3.0,
,0,4015,16061,Rn66Av,27.6669,1.5161,3.9119,17.0076,0.0093,5132.2344,13.1624,0.1124,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,,5.0,
,0,4015,16130,Rn67C,33.2093,1.5161,3.9119,15.9984,0.0087,4761.4712,9.7987,0.1062,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,5.0,3.0,,4.0,,,,,
,0,4015,16190,Rn44C,17.5156,1.3585,3.5465,22.8202,0.0153,6104.0894,6.7603,0.0698,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,34.0,,,,,
,0,4015,16200,Rn44Cv,23.2377,1.3585,3.5465,22.8178,0.016,5695.3151,13.835,0.1051,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,
,0,4015,16201,Rn44Cw,16.0077,1.3585,3.5465,24.023,0.018,5511.319,74.9987,0.0973,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,35.0,,,,,4.0
,0,4015,90116060,Rn66A,26.578,1.5161,3.9119,15.9984,0.0086,5298.9539,7.0571,0.0867,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,34.0,,,,,
,0,4015,90216060,Rn66A,22.8985,1.5161,3.9119,17.0076,0.0091,5472.8797,7.2669,0.083,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,,45.0,,,,,
,1,4016,90216090,Rn95A,51.9857,2.3472,5.6426,33.9694,0.0231,2947.293,31.9979,0.1962,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,5.0,3.0,4.0,,,,,,,
,0,4016,15010,pMv51,65.0787,2.3872,5.6268,30.4698,0.0543,4124.8792,25.8213,0.1848,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,3,,,,,4.0,
,0,4016,15101,eMv61C,46.6604,2.1705,5.3515,15.9984,0.0209,4038.8273,28.977,0.1921,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,34.0,
,0,4016,15120,Mv61C,46.5123,2.4273,5.611,25.1819,0.0281,3886.1292,27.8538,0.1902,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,45.0,
,0,4016,15310,eMn25A,56.7002,2.3472,5.6426,25.1819,0.0221,3158.8521,21.2749,0.1749,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,24.0,3.0,,,,,,,
,0,4016,15390,Mn56C,77.7211,2.2591,5.6496,29.8643,0.0527,3612.998,20.0133,0.1713,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,4.0,,3,,,,,,
,0,4016,15450,gMn53C,77.6334,2.211,5.6407,29.8643,0.0472,3464.2925,33.9539,0.1991,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,2,,,,,,
,0,4016,16020,pRn59,47.9128,2.3872,5.6268,15.9984,0.017,2756.6396,39.7372,0.213,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,5.0,3.0,4.0,,,,,,,
,0,4016,17070,KRd7,58.3376,2.3472,5.6426,29.6227,0.0174,3585.5225,14.1623,0.1478,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,34.0,,,,,,,
,0,4016,90116090,Rn95A,51.9857,2.3472,5.6426,33.9694,0.0231,2947.293,31.9979,0.1962,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,,,,,,,
,0,4016,90116220,Rn95C,57.7918,2.3472,5.6426,42.3206,0.0248,3443.299,16.5332,0.1568,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,
,0,4016,90216220,Rn95C,58.1557,2.3472,5.6426,33.9694,0.0195,3538.1146,14.9526,0.1508,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,
,1,4017,17020,KRn1g,25.9972,2.8941,5.4181,89.1464,0.1445,1379.1256,184.5016,0.5682,,,,,,,,1.0,,,,,,,,,,,,,,,4,,,,2.0,3.0,,,,,,,,
,0,4017,17061,KRd1g,25.2241,2.7424,5.3043,109.5041,0.216,1343.6872,158.6426,0.5025,,,,,,,,1.0,,,,,,,,,,,,,,,4,,,,23.0,,,,,,,,,
,1,4018,90115270,Mn25A,43.759,2.3472,5.6426,88.8369,0.1417,2159.5307,54.7248,0.2568,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,
,0,4018,13020,MOo05,38.1072,2.5473,5.5635,89.6623,0.0892,2164.3369,70.0161,0.2512,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,1.0,,,,,,,,
,0,4018,15080,pMn55C,47.8318,2.3072,5.6584,68.6216,0.1225,2350.184,46.9855,0.2401,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,
,0,4018,15300,bMn25A,46.8262,2.3072,5.6584,85.6005,0.1467,2234.4626,51.5497,0.2506,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,
,0,4018,15311,eMn25Av,47.4291,2.3472,5.6426,68.6216,0.113,2598.3888,43.4087,0.2315,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,4.0,
,0,4018,90115050,pMn55A,50.2119,2.3072,5.6584,69.9571,0.1213,2438.7125,43.3473,0.2324,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,
,0,4018,90116240,Rd90A,43.8835,2.3472,5.6426,61.6759,0.1032,2378.5014,91.1389,0.2252,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,23.0,,,,,,,,
,0,4018,90215050,pMn55A,50.2119,2.3072,5.6584,69.9571,0.1213,2438.7125,43.3473,0.2324,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,
,0,4018,90215270,Mn25A,43.759,2.3472,5.6426,88.8369,0.1417,2159.5307,54.7248,0.2568,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,
,0,4018,90216240,Rd90A,43.8835,2.3472,5.6426,61.6759,0.1032,2378.5014,91.1389,0.2252,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,23.0,,,,,,,,
,1,4019,90115240,Mn15A,23.064,2.7424,5.3043,148.8112,0.2241,1904.5453,97.8764,0.2647,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,
,0,4019,15260,bMn15A,27.0723,2.5908,5.1904,142.0374,0.1893,1974.0408,84.6381,0.2568,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,
,0,4019,15420,bMn15C,28.5699,2.5908,5.1904,138.8356,0.1861,1967.0894,80.0873,0.2584,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,
,0,4019,90115410,Mn15C,22.018,2.7424,5.3043,152.5164,0.2289,1566.8824,124.2221,0.3037,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,3.0,2.0,,,,,,,,,
,0,4019,90115490,gMn15C,22.018,2.7424,5.3043,152.5164,0.2289,1566.8824,124.2221,0.3037,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,3.0,2.0,,,,,,,,,
,0,4019,90116230,Rd10A,22.4077,2.7424,5.3043,145.2244,0.223,1687.2108,132.4921,0.2762,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,3.0,2.0,,,,,,,,,
,0,4019,90116250,Rd10C,22.4077,2.7424,5.3043,145.2244,0.223,1687.2108,132.4921,0.2762,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,3.0,2.0,,,,,,,,,
,0,4019,90215410,Mn15C,23.064,2.7424,5.3043,148.8112,0.2241,1904.5453,97.8764,0.2647,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,
,0,4019,90215490,gMn15C,22.018,2.7424,5.3043,152.5164,0.2289,1566.8824,124.2221,0.3037,,,,,,,,12.0,,,,,,,,,,,,,5.0,,,,,4.0,3.0,,,,,,,,,
,0,4019,90216230,Rd10A,19.4125,2.7424,5.3043,149.5538,0.2374,1701.1136,141.5936,0.2729,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,3.0,2.0,,,,,,,,,
,0,4019,90216250,Rd10C,21.6898,2.7424,5.3043,140.6602,0.2257,1617.0831,145.5476,0.2795,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,3.0,2.0,,,,,,,,,
,1,4020,90216260,Rd90C,40.7029,2.3472,5.6426,42.3206,0.0402,2402.8314,109.6852,0.2239,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,2.0,3.0,,,,,,,
,0,4020,15280,Mn25Ap,45.3649,2.3472,5.6426,33.9694,0.0234,2582.3355,143.8124,0.2862,,,,,,,,,1.0,,,,,,,,,,4,,,,,,,,,2.0,3.0,,,,,,,
,0,4020,17030,KRn2,36.4711,2.3872,5.6268,25.1819,0.0236,2345.9423,129.3491,0.2272,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,2.0,3.0,,,,,,,
